-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.18102792,0.09692773,0.48006967,1.223673,0.5984934,1.2988299,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.124964446,0.13351776,0.082953036,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.6322852,1.0585394,1.3599637,1.3777776,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.5158271,1.4038514,0.9698618,1.3001386,1.3002084,1.2555512,0.17866668,1.4218792,0.02079374,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.308333,5.9609437,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1933671,0.31346822,1.4721556,1.6010908,-0.0016861517,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.0941775,1.4317349,1.409395,1.698999,1.5900098,-100.0,-100.0,-100.0,0.9822159,-0.015664367,1.1548451,0.93798524,1.4121296,1.3860413,1.3231791,1.2775168,1.4093859,0.43634492,1.2401919,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.426953,5.9717584,11.178206,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.8310699,0.20431122,1.0632917,1.5848404,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2485244,1.5153263,1.645275,1.3598019,1.1724205,-100.0,1.2095362,1.4139099,1.5033405,1.4721669,1.4129118,1.3402592,1.3427386,1.3802674,1.2631557,1.4578607,0.8849443,0.10627742,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9.675961,11.392335,8.490155,4.947216,1.4898212,-100.0,-100.0,-100.0,1.0860825,0.45127815,1.106144,1.2614837,1.4041902,0.9991335,1.1524714,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.3470719,1.0598584,1.461972,0.9700328,1.2091022,1.1795355,1.2933023,0.75502133,1.2004367,1.3673018,1.2928705,1.2841742,1.3204535,0.5574167,-0.01625,1.225958,0.39636785,0.5483548,1.1630746,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.436857,8.129061,8.123506,9.944024,2.266181,-100.0,-100.0,-0.01625,0.41360062,0.9720128,1.0145004,1.2240248,1.0562462,1.7412308,1.1864249,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.4668326,1.5321991,0.42272392,1.2687976,1.3018951,1.2384714,1.2810818,0.74340117,1.3108898,1.2670047,1.2761906,0.99663347,0.6540152,1.2342083,0.20650193,1.1838762,1.2178452,1.2549548,1.2480185,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,4.61136,7.9914203,5.745402,6.9910355,3.5822668,5.7072363,7.961544,0.8908294,0.91667366,0.47065064,0.9620599,1.0664173,1.3273698,1.0871303,1.058676,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.6062618,0.7618332,1.5577167,1.2201984,1.1993005,1.3915077,1.131244,0.8559967,1.1984162,1.215812,1.2109011,1.2455888,1.26896,1.1257844,0.78118986,0.73858994,1.0451343,0.008469849,0.3707541,0.0063058473,-100.0,-100.0,-100.0,-100.0,-100.0,0.14067124,6.7556715,3.0012481,5.585352,6.055229,5.8437886,8.207682,7.2641277,0.60876125,1.1391388,0.96491027,0.93320113,1.3343735,0.9319483,1.3148332,1.7678996,0.31135866,0.20388922,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.493551,1.0080725,1.1734052,1.056275,1.4644959,1.4607233,1.2222546,0.919769,1.0075521,0.1343744,1.1157068,1.2596045,1.2322028,1.1944,1.2170322,1.1292831,1.2568746,0.7008966,1.1785734,1.1547278,0.37368226,-100.0,-100.0,-100.0,-100.0,-100.0,0.010303803,6.033576,3.926168,2.3234959,4.1488266,1.706482,4.897313,1.9602965,5.80373,2.6712277,2.4007456,1.329994,1.1072625,0.3223864,0.7626654,1.2255551,1.1185776,0.86431885,0.6514877,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
