-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11.506559,4.392441,4.140024,-100.0,8.225601,3.9631011,11.586384,0.72927535,0.722032,7.239754,-100.0,0.34930146,-100.0,4.870266,1.0371512,4.0613623,8.809415,1.2897654,9.620149,1.4664414,1.3217902,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.13670447,12.447539,10.276974,0.9938425,13.804677,3.4821968,13.266421,10.488562,10.979902,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.9597049,2.6873395,-100.0,4.2668753,0.13440521,3.1993802,2.936212,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,3.7388597,0.2539731,0.0998465,5.261851,5.985165,5.33721,-100.0,6.248144,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11.9051075,7.70534,3.889193,9.343433,7.93864,11.679477,9.575239,8.473233,5.56894,10.713513,7.7076564,8.92109,11.914017,9.846979,3.8267057,1.5811636,8.458872,1.8998992,10.433847,9.922572,0.017408447,1.3916653,10.88096,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.8203533,3.37461,-200.0,6.777059,11.37425,11.737791,9.3438015,9.462181,0.5234256,1.6651125,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.0528686,5.222206,5.052949,1.0994349,3.4332778,1.1960578,-0.01625,-100.0,-100.0,-100.0,-100.0,-0.01625,0.62871873,3.6902163,5.1013045,4.2340393,2.567158,3.1593182,0.9823456,0.6312282,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.016157532,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2243286,8.8629875,6.5347886,2.0718708,9.374212,8.446857,-200.0,11.095627,8.14478,10.065517,8.857748,3.5881424,-200.0,4.1427045,3.2313988,8.635877,8.953635,5.14382,1.3245577,7.1962986,10.152044,0.012871094,6.3923483,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10.813643,9.475567,11.870152,11.0865555,9.895294,8.303013,11.943207,9.47494,2.6956155,-0.015739962,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.7948594,2.8715365,0.19503997,3.297882,0.949843,3.2161207,2.540939,-100.0,-100.0,-100.0,-100.0,-100.0,4.110191,3.0871782,0.41665557,2.300756,4.9871197,1.824082,0.037813112,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13.72964,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.3573794,2.8637872,1.5928763,-200.0,9.589657,5.7919135,2.1733575,-200.0,9.472469,7.3010206,-200.0,9.200986,2.1948807,7.9312916,1.4484036,8.028331,-200.0,9.941528,6.708046,9.941775,5.1188564,11.384207,3.1503525,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0799923,11.526235,0.7404794,1.9265634,12.600977,0.78705263,0.61019164,11.300493,12.324778,0.10143127,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0348773,2.8945284,5.605833,0.75948167,3.6488533,-200.0,1.3836424,-100.0,-100.0,-100.0,-100.0,-100.0,0.19095597,0.2765161,2.957141,4.2953734,3.6302986,6.332115,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.183396,10.520137,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.6992285,8.087834,11.469565,10.257605,9.80847,3.4286473,6.340903,6.5308914,2.96823,8.537927,7.582575,8.86041,-200.0,6.9180956,0.76802856,8.900406,2.1196616,10.134814,10.937211,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11.031428,10.171861,10.017534,10.259265,-200.0,7.156616,-0.016111298,10.249957,0.2611702,11.082715,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.8466,4.977472,4.276094,3.7332199,4.297037,-200.0,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,4.690964,-200.0,1.9884704,4.8073235,4.479822,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,8.966561,11.699907,11.916436,6.589545,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.7444239,9.18643,-200.0,7.393708,9.78583,6.2479296,8.699394,4.063461,8.135951,1.5049698,7.3326015,7.193056,8.849785,8.788141,7.7841487,3.607425,12.419835,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.8739489,12.410625,9.9741955,8.987252,10.458978,10.092225,5.889852,1.9996346,10.86372,6.983999,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.77143,0.69904083,4.4664383,3.9413972,-200.0,3.4468231,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.589881,3.600862,5.180775,-200.0,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-200.0,12.963618,-200.0,15.576963,8.01087,15.769123,12.014339,0.8246808,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11.950058,15.9670725,6.029046,9.257542,8.75747,4.3765974,-200.0,6.7786484,-200.0,5.8112073,-200.0,10.553066,8.242452,9.50998,12.54805,8.028596,1.9500684,6.5855393,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.21524672,14.864993,9.368143,-200.0,9.74754,1.4039944,9.31556,7.770733,10.630203,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.289163,6.0525084,6.2910624,3.7244096,4.927348,7.399946,3.2860262,-100.0,-100.0,-100.0,-100.0,-100.0,3.682968,0.28097382,5.655842,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
