-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8.120778,3.494062,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.01625,3.976036,2.4571402,3.7576733,3.1153529,5.883979,3.5453262,5.995013,0.12226105,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.802282,6.545866,8.477764,5.493825,2.4983284,7.8174224,6.7222943,4.260242,1.8620228,0.21917795,6.8022103,7.9111295,0.012501221,5.8987346,8.287958,1.7209214,5.790405,7.59748,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.20706345,-0.011333771,0.07983674,0.7599585,0.09110522,0.24480596,-0.01625,-100.0,1.6186756,0.4514913,1.5601016,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.8327596,11.174082,11.383487,6.5580173,1.4402704,0.20978867,6.272423,3.7357535,5.6859965,5.727428,0.8785236,6.61031,3.8983924,5.804833,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,4.992525,6.1400766,4.9581103,5.3891416,4.344467,5.9481506,5.0598636,5.90927,5.687986,5.0014086,-100.0,-100.0,-100.0,3.4552622,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.822212,7.669393,5.2857904,7.0280704,5.6332507,6.1139364,7.842555,6.181494,4.903567,7.8762507,7.9189796,6.8866625,7.2644563,5.5569344,7.1065254,6.2441316,5.678437,6.0517693,7.1896796,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.12009705,0.34833038,-0.01625,0.18292202,0.009749489,0.2321456,-0.01625,2.0041542,0.010875693,1.2551972,-0.01625,1.1032649,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,4.127662,10.561924,11.401103,5.7746367,9.648287,9.739529,8.45381,5.355892,0.35353318,7.2221007,7.13561,4.3406487,7.365002,7.044492,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,4.349668,5.6143274,5.0542107,7.085317,5.0434246,5.433462,5.0511384,4.8158913,5.561447,5.1949677,5.579815,-100.0,-100.0,-100.0,5.677958,7.479051,8.900105,3.0623648,8.430445,0.718639,-100.0,-100.0,4.9558387,5.5336914,5.6340795,6.194443,4.57966,6.7482595,5.8449197,4.1001754,1.4425516,6.3521247,4.824718,2.878325,7.290645,7.7920885,7.4133806,6.9483776,0.93274564,7.352496,7.689684,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.0012392792,0.6136294,0.9191604,0.5900208,1.3643715,1.8290858,2.0968275,2.1759896,1.2823961,0.8654197,1.1637543,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10.7313,9.03828,11.196568,10.298894,7.516548,4.9226856,8.540674,8.012783,6.8969326,7.757499,6.2062993,8.126744,4.63951,7.281781,0.11413025,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.3480523,-200.0,4.6679606,1.1430188,0.5824289,-200.0,-200.0,5.6083145,4.5638475,2.9359758,4.487853,6.1411242,3.8780112,4.9612494,4.7610893,-0.016234588,0.7170721,6.4331656,8.092365,5.620607,6.171723,6.5858583,-100.0,3.916855,5.813833,5.788216,1.6101614,2.7628124,3.3220952,6.5972476,3.577722,7.6722884,3.049478,5.079983,6.0997343,8.248257,5.6387715,6.0848293,0.67704356,6.7802672,6.4344797,0.027703248,7.3695087,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.0059859096,0.20468254,0.67738444,-0.01625,0.054130416,2.2507043,1.9587013,1.6875216,2.1591825,1.3060551,1.8282186,0.12873383,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.611635,11.699781,10.221683,7.6180277,1.962096,9.33988,4.1168013,7.6081896,5.822808,7.6965275,6.23501,7.1062336,3.753243,6.7431397,8.068953,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.9474173,1.7368928,3.8882728,1.9101557,6.388806,5.2068577,4.056414,5.859282,5.9883,6.8960233,8.307486,6.1070395,4.634308,7.87528,5.6514997,-100.0,-0.01625,2.5442483,5.3688464,6.392201,7.056809,6.9799943,0.08128479,7.499655,6.5787907,6.825279,4.7922816,7.154154,6.568143,6.9233847,5.996533,7.252091,5.620019,1.8192686,8.189545,0.6285338,3.437201,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.67139894,-0.016249932,2.191931,1.5277171,2.5509589,2.2568529,2.1738286,1.136899,1.8413602,0.7816172,0.783809,0.6066403,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10.635958,10.735747,5.5118275,10.519407,7.9821258,8.990978,4.3559237,7.0398397,7.094595,5.9912353,6.146293,5.887176,5.5797,7.31778,0.056885988,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.3808575,5.084068,4.9071417,2.6004782,5.0214806,4.6252437,6.0474772,6.848115,0.82378054,6.5090933,6.9060855,10.6414,7.4999447,4.510984,7.5263705,-100.0,-100.0,5.702711,1.3568707,5.402358,6.3269176,7.1375875,2.0232096,6.62673,9.326881,5.0296564,7.24822,7.26957,4.187671,3.7994478,5.4329185,5.48389,8.700169,7.6631966,0.8895233,8.523729,8.027224,3.3548973,-100.0,-100.0,-100.0,-100.0,-100.0,2.1761868,3.1056874,2.7648609,1.9380951,1.6611086,0.40176177,1.6722546,1.3341827,-0.01625,0.7971131,-0.016249752,0.747035,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.373095,10.992734,10.477572,0.88669086,6.82057,8.513308,8.746421,5.406797,6.9492316,0.9420421,7.887681,4.984979,8.615261,8.475254,7.689836,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.1676154,5.0916953,5.5791016,5.213745,5.1156793,3.4428322,2.4712377,4.7954326,3.8461356,6.792833,6.817747,3.372837,7.348651,8.107578,8.251334,-100.0,-100.0,6.3086767,8.869685,4.8861303,8.2886095,9.231221,9.777825,5.9838886,8.303121,8.915782,8.283676,8.58013,0.80169076,8.1955805,8.983362,5.492247,8.251443,2.1632447,4.8606014,0.87096375,4.2675705,6.7622976,4.237981,-100.0,-100.0,-100.0,-100.0,0.37506926,4.1336913,2.9397151,0.3774118,2.8706727,0.6228633,0.64616686,-0.01625,1.5228021,0.14826652,0.06724759,1.2792741,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.110126,6.2835827,4.013839,9.533894,8.450433,4.322481,5.634453,6.465125,3.128156,4.9098597,4.4577165,2.1699462,8.501635,7.1404576,8.454116,2.9001205,5.919994,-100.0,-100.0,-100.0,-100.0,
