-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9.929467,-0.01625,17.754244,7.2878237,-100.0,13.93835,13.830174,-100.0,6.3809733,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.6386282,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.01625,7.213798,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.6714935,6.06053,-100.0,-100.0,-100.0,11.782318,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.1843565,7.892388,6.0866327,0.5504364,12.032549,11.549829,12.358001,8.427356,3.6168725,5.7526693,7.4313397,-100.0,-100.0,1.4167703,5.2720156,4.1654596,1.9031723,12.148855,5.535819,0.9115149,5.877621,-100.0,-100.0,8.275445,7.7829747,6.284898,0.11656525,2.8352497,6.3396654,2.9115188,5.4644723,-100.0,-100.0,-100.0,6.2320404,1.1777656,6.4525404,5.4081187,4.1874185,-100.0,2.7196865,6.767826,2.6591809,8.955567,7.123578,4.023325,4.207204,0.10799652,4.4836683,4.3655496,9.613043,5.8160744,12.343042,5.485927,6.795809,6.1386313,5.952053,6.2085915,1.625,6.2102165,10.02065,6.630458,8.884118,9.276019,1.6225188,8.962482,10.314514,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.027999878,1.1591003,8.017036,-0.0075271605,7.659694,14.684777,7.0159116,9.626909,0.03567093,11.617186,-0.009684754,11.00101,3.0099242,3.2164433,9.214074,4.6232176,5.291744,10.944402,6.339119,4.051406,-200.0,-200.0,5.4731503,6.6871467,6.71774,8.61737,8.983489,3.3429923,-0.01625,9.996108,9.267202,5.279886,-200.0,-0.01625,6.620368,-0.01625,2.922462,6.4404907,-0.01625,5.233631,6.098476,5.6274323,-0.01625,2.7079911,8.431236,7.8661036,5.9118276,3.3055687,-200.0,11.418305,0.8090755,8.824199,8.192488,1.615522,0.98423153,3.4154036,9.824717,8.674492,5.7353945,5.215454,10.911491,6.6669965,5.547065,10.412553,6.8725686,9.902372,11.996155,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0034765624,6.31196,15.119156,7.9388285,13.827343,1.711573,10.022525,0.68862456,6.6253095,4.565071,6.6269383,2.221642,9.187863,11.049166,11.12908,3.5391753,11.525484,1.1827857,6.154181,8.391093,4.8737535,5.542997,5.389835,7.2172685,6.732356,7.6649895,8.932324,4.2407107,3.0295959,5.283676,-200.0,7.619622,6.0620103,-0.01625,1.114877,6.8959775,4.912256,2.457278,6.1144543,5.816692,4.440907,8.572967,1.3227855,0.2489665,2.6025245,7.499873,9.609218,4.1037054,10.363854,0.4443068,2.86508,1.0419259,8.815594,0.7063278,1.1452439,11.201089,3.3902316,1.625,9.766089,5.0431933,8.506489,8.688374,8.459335,5.0184736,5.677356,6.04329,1.6247535,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,6.499057,7.6173563,0.0127388,5.8309364,4.6164308,4.9535885,11.92833,6.043519,0.09901169,-0.01625,10.661071,12.144709,12.036516,3.7367651,13.618987,6.7468657,6.836983,-200.0,9.019525,2.1803622,7.6391187,4.178422,-200.0,7.789367,4.218019,10.387107,3.9158306,8.138826,5.687408,5.555356,7.053059,6.919105,-0.01625,3.8303268,7.3639,6.0909724,6.2797914,7.4982877,2.7813828,6.422564,3.8181298,4.4867373,10.493046,6.077322,9.226632,0.86991787,6.4405274,2.0970533,12.089397,2.6331058,12.696404,11.353397,-200.0,6.1402845,4.0426407,4.4355583,-200.0,4.2231016,7.7719483,9.967242,7.6976914,6.611782,9.003135,1.4738144,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5.6063313,5.6857805,4.175726,-200.0,5.715147,-200.0,9.848506,-0.011272125,4.912305,3.5678864,11.167879,1.7285601,0.7202443,5.6151147,-200.0,6.519106,6.7564225,1.7125278,7.13669,8.257269,8.9728,-200.0,0.012199402,3.2882512,3.9384627,0.0012573242,6.4448676,0.232175,5.833267,6.4209113,7.3134394,7.8278866,6.1663556,7.1698833,4.829647,3.6381493,6.138136,-200.0,-200.0,2.5043015,7.7832813,-200.0,6.4798436,4.146185,4.1338034,5.747628,11.558783,-200.0,5.8748903,3.7201538,2.9225183,10.334396,-200.0,10.394375,5.5576835,3.976486,4.8531494,9.817953,1.525535,10.779778,-200.0,-200.0,-200.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-0.0053849793,6.014712,6.073054,6.230211,-200.0,9.825116,11.276501,-200.0,0.22191395,-100.0,-100.0,-100.0,7.48704,6.2754846,2.760232,9.27903,4.8795824,8.335994,4.464037,5.7049026,11.190002,-200.0,5.6589055,3.3477263,6.6004386,6.550049,5.5356708,5.3488293,7.1801505,6.470733,5.919125,1.2269883,3.4376419,-200.0,9.197142,4.9748573,8.052935,2.8640816,0.15919311,0.9344624,6.4759808,2.4928231,2.0207937,2.1229618,3.6050293,5.3337903,-200.0,2.4076107,0.95765656,6.3311834,10.662193,8.553782,6.9224324,5.6389756,4.065579,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
