-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.4026356,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0169144,-100.0,7.837577,0.9106364,4.5305905,8.97909,2.7615035,2.0872734,7.724063,2.5894375,1.9941577,1.2325772,2.0694268,3.2630541,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.8491583,1.4788175,4.950373,2.055188,7.253963,2.476031,0.1020789,0.6197006,-0.01625,7.5936913,1.4744022,0.8799979,10.83681,1.7076592,2.7980387,4.312546,13.237537,14.950735,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12.11825,10.301437,9.074431,-100.0,7.616638,6.632465,4.8137054,2.8444033,8.355309,3.528112,7.6354065,8.88304,4.7980957,6.9922414,6.0009985,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0451384,8.570076,4.42034,7.976695,6.0063415,1.2516594,4.461587,3.9314249,3.6484964,3.6456466,1.758341,9.139947,7.2349215,7.900318,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,8.021954,8.146517,8.367652,6.9342885,7.5373516,6.4323606,8.908831,-200.0,3.477744,0.9691375,10.047131,11.042365,11.001202,12.735547,-0.028276537,1.064614,10.153441,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.518555,4.682105,9.579653,3.4828002,5.9737406,6.8795,5.9432263,3.124452,7.87277,1.1695013,2.9410636,5.73912,8.545758,6.0729733,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.2586513,8.317652,2.6441479,8.726385,4.8888216,9.8384,2.503722,11.555344,8.395431,10.065223,1.1692792,8.204624,5.8173466,12.1841135,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,7.8617544,9.012385,7.807685,3.564389,9.861504,10.50778,3.406403,2.4569135,6.686188,7.8731318,7.5103974,1.2200217,2.139132,0.7910532,6.640266,11.983229,8.96705,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.7891247,3.4701216,5.0536156,3.6775177,3.2176101,5.8362665,5.5617847,9.744755,5.72625,9.760934,8.0508,4.2667403,6.2132406,5.7668076,5.006815,2.306423,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.0931296,4.266258,2.6526859,1.8323691,7.5756817,7.3286657,4.1437893,-200.0,9.652672,8.043866,5.1841617,9.130331,1.083339,2.175488,1.0393523,10.727764,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-100.0,-200.0,-200.0,-0.013792055,6.646327,6.599455,-200.0,7.037654,10.389039,2.8480947,0.5337059,6.6641436,6.4847884,9.239477,9.886306,7.2689743,1.113627,-0.042461023,-0.04439974,2.0988255,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11.635125,3.6598797,3.7494571,3.5479724,6.04734,3.175422,3.4445078,6.131974,1.8036114,6.812147,8.399246,7.541448,2.8763974,3.6504836,3.3236961,3.233479,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.6032462,4.273413,3.6744063,2.556981,4.9967046,4.071941,5.3832397,9.277442,7.188341,8.0079,2.4823363,10.31931,1.7470208,11.300033,8.478956,4.1321287,4.9493556,1.7257532,4.7736754,-100.0,1.6073049,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,7.660205,6.3214884,0.029615924,0.42558107,1.2256607,0.50373536,9.517896,3.0520706,6.1606274,7.386439,1.844705,5.2523913,8.307557,0.014002533,4.255201,8.347998,8.458507,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8.700233,-100.0,-100.0,5.9568367,5.463917,2.2873745,1.2990738,6.626931,0.90018755,3.4080577,7.039718,7.505596,7.426721,5.906597,3.930297,2.961499,3.4532087,3.6357176,2.8835175,3.226148,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.442414,4.7363596,4.2803736,2.2034135,2.175981,5.159846,8.06944,9.230137,2.9827433,8.884813,4.189889,3.9268076,1.961578,2.5694907,1.6061301,1.9033539,11.758866,8.339401,9.185528,5.273126,4.6959558,4.2497044,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-0.016249942,6.5899825,-0.015988007,8.704731,9.408387,7.3185067,9.427306,8.255403,9.466091,9.661675,8.140019,8.569338,0.08526795,7.3743033,5.06055,8.247245,3.3804023,10.398835,11.663461,11.485467,11.6637125,3.4684653,15.550057,13.988,0.7237889,5.325823,14.0640335,15.867701,12.06648,12.921003,13.2890005,16.811087,10.667509,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.0994353,3.5691402,9.5478525,6.961774,6.2974343,5.4335985,8.729442,5.884016,8.526491,2.0617828,6.6050406,2.8149886,2.531121,7.478757,5.8135886,3.2000737,6.3360176,3.1034858,5.611432,3.268136,2.9668477,3.155559,1.4571191,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.1509838,2.1001012,1.8237387,3.2085705,-200.0,1.2969779,2.1419837,9.008999,8.55069,10.751304,1.5574853,9.955811,6.1360474,1.9509751,5.2414155,12.300865,5.343566,1.6785327,5.6073685,5.5424066,3.0657196,5.116319,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-0.01625,3.8738256,6.6786685,0.35973975,9.197847,8.940172,7.0180545,-0.01625,9.469834,6.420562,6.083634,6.293661,7.915193,8.35828,8.356123,7.966051,3.89453,11.287668,14.242985,14.754236,3.5420585,3.4875138,12.407669,4.514149,14.615853,11.365894,3.8250692,16.565746,16.387613,13.987001,14.294939,2.4550505,4.162644,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.7156615,3.3136687,5.592201,4.888467,5.4072046,1.9169775,6.340558,9.709947,2.3418624,2.7065282,2.2547445,3.9380262,6.401985,5.765993,4.802542,7.3758817,3.1230128,7.0399804,2.585848,-100.0,-100.0,1.0058302,3.1925464,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
