-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.3288968,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.014956515,1.0209112,0.53272706,2.1785338,0.8908124,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.012241918,0.4594176,-0.01623238,0.51921463,0.4599608,0.23134042,-0.01625,0.18294668,-0.01625,-0.015522689,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.5240455,2.6357725,3.122106,-100.0,5.742323,0.8011322,1.8641788,2.5445902,1.533834,-0.01625,-100.0,-100.0,3.4473512,2.7079818,6.537003,6.5456157,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.10676361,1.4403167,-0.01625,0.46603775,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.4011643,-0.011060186,1.0498211,-0.01625,2.1085315,-0.009220448,-0.01625,0.87326944,0.51971173,-0.016241103,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.01625,0.06852331,0.3532061,0.5584539,-0.01625,0.49053,0.07670276,0.29374954,0.10932831,0.024295634,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.01625,4.4903126,3.9463997,5.8958483,6.654148,6.5175967,2.198779,5.568887,4.114769,4.0435123,4.8150434,2.4183097,3.5532377,6.285736,5.2448974,2.9182332,3.2184992,4.478265,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.4497578,1.5286844,1.3635451,0.453853,0.006343079,-100.0,-100.0,-0.01580307,-0.01625,0.20070496,0.91738343,1.4972268,1.5085113,-0.01046641,2.1379592,0.89080507,0.59602636,0.4610328,0.510229,0.50735044,0.16167553,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.01625,0.33548334,0.07055801,-0.01625,-0.01625,-0.0031755108,0.50021803,0.37830567,0.22658479,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.051603,5.7486367,5.2775636,7.2489967,8.357022,3.7472816,6.64788,6.277754,0.16183746,3.5098846,5.470335,2.803594,4.261648,2.3105984,5.1765075,3.3236203,3.1478226,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.13226944,1.9314505,1.1797053,0.28386474,1.3451395,1.2957807,1.037894,2.1204011,0.9731668,1.1711075,1.010794,1.6548615,1.3955461,0.7200586,0.16789661,0.39940184,0.3810345,0.48351014,0.6216917,0.80790377,0.6720791,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.016216854,1.151582,0.5530519,0.50791305,0.017726867,0.5973153,0.22040102,0.35210308,0.0014854422,0.21860495,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,-200.0,5.5670104,4.7169337,4.2355137,6.140635,5.0899205,2.4818354,5.6153255,4.531614,2.6508515,4.403929,4.4713697,3.1275413,4.3694453,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.6241484,1.1687258,1.9911474,0.008670197,1.8682187,1.8272285,1.157175,0.2517166,0.98381716,1.8389167,1.7691948,0.6157543,0.076304324,1.0502434,0.26638183,0.23244599,0.21320526,0.16073684,-0.014615215,-0.01625,0.38371858,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.01625,0.38044244,0.35115087,0.46208248,0.514717,0.69537646,0.6870311,0.09208968,0.3767432,-0.010851599,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.5116448,2.1105156,4.253761,2.0228229,4.9708433,4.9491343,5.6130457,2.238058,2.0696483,2.8041797,2.4133162,3.3377957,3.5899687,3.1341681,1.8904595,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.07419937,2.4001389,2.440378,0.2326065,2.1265895,-0.0024105834,2.446126,1.8425518,1.435516,-0.01625,-0.01625,0.7528345,0.36934525,0.04717921,0.14345418,0.22424391,0.3504094,0.7538429,0.0635849,0.9817352,0.9776957,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.016228512,-200.0,1.009013,0.8312935,0.68256277,0.40700004,0.022223592,-0.01625,0.010187671,0.19785687,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.7086298,4.504227,4.685692,3.797609,3.0732732,0.492107,4.7941456,5.028231,4.6279454,2.984616,4.5882497,3.4080372,3.9000146,4.0701528,3.173159,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,-100.0,0.9683656,0.5822388,-100.0,-100.0,0.056137238,-100.0,0.14296493,1.1106229,0.64661616,0.0005792236,1.2984631,1.2140332,0.5698164,2.0397332,-200.0,-100.0,-100.0,-0.01625,0.30305123,0.24118026,0.15175799,0.2494165,0.46233168,-0.01625,1.1114639,0.89573663,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.6698273,0.4755492,-0.01625,0.7134363,-0.01625,0.59438866,0.77726054,-0.01625,0.09622133,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.3227289,1.4237348,4.852951,1.0375155,3.661686,2.3765874,5.287105,2.5313673,4.3513713,4.294711,3.0224664,2.6153903,4.504156,2.2528222,2.3282764,1.2164688,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
-100.0,-100.0,-100.0,-100.0,0.20945649,1.4110405,1.4398773,1.663573,0.13376434,2.2900467,-200.0,-100.0,-100.0,-100.0,-0.01625,0.016662292,1.6266358,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.1859207,0.0006562805,0.69953156,0.090100095,0.7717798,0.028865822,0.03922455,0.41982603,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1182106,-0.01625,1.1179743,0.03851334,-0.01625,0.8981635,0.124175146,-0.015398069,0.10458494,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.1663165,-200.0,0.5732288,3.4051988,4.2527747,0.80891734,3.281173,2.971239,2.9963903,5.778994,4.4505243,0.16941862,0.1243689,3.0412683,2.8532803,0.43478662,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,
