-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.1380557,-100.0,-100.0,1.6205307,4.3449607,-100.0,0.34257507,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.109665774,2.4607136,2.4523096,0.5034674,-0.01625,2.9308877,0.30549332,4.227632,4.09776,1.5872267,2.4880407,2.3182113,4.837167,2.8035994,-200.0,2.2744598,1.0710301,0.08426972,4.2003183,-200.0,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.2180831,2.3096554,1.6107639,0.18345569,0.03899442,-0.00944458,-0.01625,0.03636444,2.074142,0.07543228,1.992897,0.85464567,-0.01625,0.36160615,1.8765754,1.8452625,1.4429966,0.012276459,1.22799,0.005618744,1.574964,-200.0,1.2351446,1.8907762,-0.01625,-0.01625,1.5763113,1.6615111,-0.01625,1.8059447,1.1430042,-0.01625,1.4745166,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.773743,-0.01625,0.33712053,2.8775053,-0.01625,-200.0,-0.01625,1.6201456,0.14802887,3.8751733,4.223986,0.22798309,4.992896,1.4124467,3.0157487,3.0395765,3.6099985,0.9871257,0.20276733,0.047953796,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.01625,-200.0,0.17837647,0.031078339,0.22152832,-200.0,0.8841957,0.018610535,1.7415582,1.7354014,1.8505322,0.21883515,2.0419877,0.16494156,2.2524688,0.039552283,1.2692004,0.34851554,2.4110413,1.9137197,0.77203643,1.435895,-0.01625,2.2320786,2.301701,0.48539773,0.84820926,0.026382681,-0.01625,1.2197188,1.5226669,1.4272133,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.01625,0.13368154,2.6801739,3.2822697,3.3411791,3.1373389,2.6484282,3.825386,1.389222,2.3357015,4.1258307,2.7341285,4.009509,0.24570617,3.9298832,4.0457363,0.80524933,-200.0,2.6915963,2.1705248,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.8988383,0.46719015,-200.0,1.4403461,1.7560885,0.6775455,0.8387848,0.03141099,0.83447754,1.589049,1.3488661,1.30021,1.6359574,1.779874,0.33824438,0.016730346,1.6544372,1.8399245,2.4278705,1.8207006,-200.0,0.50462914,0.024482269,-0.011448059,0.00077957154,0.53294456,0.5942945,-0.01625,2.0771277,1.4058473,0.8587108,0.78025764,1.4484562,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.01625,0.059697267,-200.0,3.3383875,3.0712645,3.6365,0.5992804,0.2571189,2.641528,2.5504446,-0.009136353,0.26749787,0.12481934,1.6122327,3.6275935,2.3093133,2.0817559,3.960614,3.1269045,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-200.0,1.8698685,0.028951569,0.12832671,1.4290456,0.04672348,0.20132501,1.1924746,1.5479997,1.8689148,0.3255601,2.2370224,1.4311789,-200.0,1.2007374,1.3041958,-0.01625,0.42757645,1.4521408,-0.016219176,0.26342285,1.8371192,1.4332774,1.6542306,1.0277325,1.2174963,0.8498398,0.3375655,0.03963482,0.17529702,-0.01625,0.45865858,-0.01625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.2503467,0.11723108,2.9810848,3.0530145,1.1942148,-0.01625,2.94611,0.6779863,2.7869415,0.5101609,3.6577811,4.2090645,0.95010495,1.1885653,-200.0,1.1583173,0.69820863,0.5770514,1.3695655,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.6046557,-0.01625,1.030912,0.029552612,1.4154829,0.20958327,0.23667538,0.054025877,0.89476955,1.6857301,1.824092,1.242371,1.7459788,1.3255322,2.0173016,0.4082849,0.22254272,0.744364,-0.016188355,1.5635478,1.414572,2.6593213,2.180517,2.0695567,1.7097367,2.147425,1.6335586,1.0564722,0.40500322,1.8586428,1.0528797,-0.01625,1.3665677,0.71512926,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.122061655,2.8683252,2.796708,3.0650232,2.824046,1.1789303,2.9434857,0.479531,0.1482138,2.0216322,2.4960718,2.4818623,2.539969,4.541269,4.36528,-200.0,1.9137001,3.4457273,2.9820442,0.95397437,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.49628234,0.4318628,1.55693,0.42662606,-200.0,0.29694527,1.4711381,0.6948248,0.47009048,-200.0,-0.0076196287,0.10402039,2.1472123,1.7331233,0.29685152,1.6077543,-200.0,1.0147376,1.3571807,1.6161344,1.9795718,0.7155554,0.25729066,2.829404,1.3841733,0.94349694,1.6771548,0.86046904,1.4728054,0.9803532,0.8793437,1.4531468,1.4385017,0.08499005,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.782201,0.11784618,2.4058864,0.88197345,2.8661575,2.7136712,3.1018882,2.9271536,2.5775955,0.88275725,1.685437,2.232371,2.5605588,2.0160291,0.81789076,0.25781953,3.8313894,3.4991739,1.420238,1.6963034,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.6796431,-200.0,1.0213171,0.93969846,-0.01625,1.5993087,1.5479245,0.09952286,1.106036,1.7303289,0.93929136,1.788903,0.35518765,0.7507786,-0.00031463624,1.4387096,0.37419397,0.07894608,0.12525086,-200.0,0.04698288,0.008346558,0.7977605,-200.0,1.6435565,1.185565,-200.0,0.5749085,1.6275748,0.17172943,0.0015809631,-0.01625,1.473088,-200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
